Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,InZoneSwing%,Z-Contact%,Chase%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs 83+Spin,xSLG vs 83+ Spin,O-Contact%,HardHit%,Contact%
1,1754858414,E. Orbeta,Erick Orbeta,Orbeta,Erick,IF,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,936,200,0,0.34,0.378,0.325,9,0,10.10%,15.40%,84.7,85,97.2,102.5,7.8,37.80%,8.10%,36.40%,65.60%,99.00%,13.00%,3.00%,16.70%,0.381,0.00%,0.362,71.90%,22%,91.80%
1,1185622575,N. Nelson,Nic Nelson,Nelson,Nic,IF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,460,161,0,0.242,0.323,0.224,11,4,19.60%,8.70%,85.7,89.3,95.9,98.2,16.8,30.00%,10.00%,36.70%,63.30%,89.50%,13.60%,3.30%,0.00%,0.086,-,-,33.30%,20%,91.10%
1,1230115508,L. Ira,Luke Ira,Ira,Luke,IF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,518,183,0,0.29,0.376,0.363,10,10,26.60%,8.20%,83.7,88.5,98.9,105.1,26.6,50.00%,10.00%,44.20%,75.90%,81.80%,50.00%,8.10%,0.00%,0.792,-,-,75.00%,20%,81.70%
1,1307262028,D. Beazley,Drew Beazley,Beazley,Drew,TWP,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,410,122,6,0.246,0.369,0.246,9,6,36.30%,11.00%,86.1,82.9,97.1,97.1,30.6,25.00%,0.00%,36.10%,83.30%,70.00%,25.00%,9.30%,-,-,100.00%,0,66.70%,25%,74.30%
1,1782063798,R. McDonald,Ryan McDonald,McDonald,Ryan,C,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,437,146,0,0.329,0.458,0.476,12,10,20.90%,13.60%,82.6,82.9,106.2,111.1,11.9,50.00%,30.00%,34.80%,75.00%,100.00%,31.80%,2.70%,50.00%,0.024,-,-,85.70%,30%,92.10%
1,1034097261,C. Manthey,Connor Manthey,Manthey,Connor,C,Bradley University,BRAD,730253312,Bradley,BBC,R,R,564,144,0,0.243,0.335,0.192,8,6,26.20%,10.10%,86.6,87,101.3,110.8,20.9,29.50%,13.60%,45.20%,66.40%,87.60%,24.50%,11.50%,33.30%,0.032,50.00%,0.003,50.00%,36%,74.50%
1,1173734489,C. OBrien,Connor OBrien,OBrien,Connor,1B,Bradley University,BRAD,730253312,Bradley,BBC,R,R,676,190,0,0.395,0.462,0.303,15,10,22.00%,10.10%,89.2,91.5,106,111.5,2.5,33.30%,23.50%,51.80%,86.00%,82.90%,36.60%,15.20%,33.30%,1.729,53.30%,0.256,41.00%,43%,70.60%
1,1665822448,T. Manteufel,TJ Manteufel,Manteufel,TJ,IF,Bradley University,BRAD,730253312,Bradley,BBC,R,R,137,45,0,0.289,0.346,0.238,3,1,28.30%,7.50%,61.4,-,99,99,-9.6,0.00%,0.00%,45.30%,66.70%,87.50%,36.40%,11.70%,100.00%,0,0.00%,-,50.00%,33%,74.20%
1,1710192271,A. Brian,Adam Brian,Brian,Adam,C,Bradley University,BRAD,730253312,Bradley,BBC,L,R,189,49,0,0.184,0.28,0.251,1,0,12.70%,17.50%,76.8,84,97.7,103.3,-7.9,0.00%,0.00%,38.10%,60.00%,76.20%,14.30%,4.80%,-,-,100.00%,-,100.00%,15%,87.50%
1,1775303778,P. Hansen,Peter Hansen,Hansen,Peter,IF,Bradley University,BRAD,730253312,Bradley,BBC,R,R,364,113,1,0.248,0.293,0.26,4,2,21.40%,9.20%,84.8,90.7,99.6,107.2,3.1,20.70%,13.80%,48.10%,82.30%,90.20%,31.80%,10.20%,50.00%,0,0.00%,0.159,50.00%,31%,78.90%
1,1358170562,J. Ohl,Josh Ohl,Ohl,Josh,IF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,615,204,0,0.314,0.39,0.289,13,9,13.40%,6.00%,86.1,94.9,100.8,102.6,-2.5,35.30%,17.60%,45.40%,81.30%,96.20%,25.00%,5.00%,-,-,-,-,80.00%,41%,88.90%
1,1543215351,O. Arntson,Ole Arntson,Arntson,Ole,1B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,309,98,1,0.265,0.345,0.173,4,4,30.60%,9.90%,89.9,90.9,98.8,98.8,18.6,50.00%,33.30%,38.20%,87.50%,64.30%,23.10%,6.80%,-,-,-,-,83.30%,33%,82.20%
1,1556785089,B. Bunten,Brady Bunten,Bunten,Brady,OF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,665,208,0,0.308,0.389,0.264,9,13,24.50%,7.70%,83.4,87.1,103.7,105.6,14.4,36.40%,27.30%,46.00%,68.00%,82.40%,36.60%,10.10%,-,-,-,-,46.70%,27%,78.10%
1,1636079916,B. Brewer,Braedyn Brewer,Brewer,Braedyn,OF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,162,57,0,0.193,0.208,0.177,0,1,34.40%,3.30%,74.7,48.6,100,100,-7.6,16.70%,0.00%,42.00%,64.00%,56.30%,25.90%,13.60%,-,-,-,-,14.30%,17%,67.60%
1,1746908578,B. Orf,Brennan Orf,Orf,Brennan,1B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,L,R,622,144,0,0.354,0.5,0.226,10,13,13.50%,18.90%,92.3,96.2,101.2,101.2,19.4,33.30%,16.70%,34.40%,50.00%,75.00%,13.60%,4.80%,-,-,-,-,66.70%,33%,86.00%
1,1915383226,A. Owusu-Asiedu,Avery Owusu-Asiedu,Owusu-Asiedu,Avery,OF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,623,192,0,0.26,0.338,0.329,12,8,24.50%,8.00%,84.6,87.9,101.5,108.9,9,11.10%,11.10%,43.50%,54.80%,76.50%,29.20%,7.70%,-,-,-,-,71.40%,33%,82.30%
1,1879371359,B. Pierson,Brett Pierson,Pierson,Brett,IF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,S,R,360,90,0,0.311,0.38,0.178,5,3,31.40%,12.40%,91.5,100.4,102.7,102.7,16,33.30%,33.30%,40.60%,61.50%,75.00%,18.80%,10.00%,-,-,-,-,66.70%,67%,75.30%
1,1711136637,J. Tejeda,Jorge Tejeda,Tejeda,Jorge,C,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,254,45,0,0.156,0.325,0.23,2,1,27.40%,11.30%,93.4,93.4,98,98,37.3,33.30%,33.30%,34.60%,53.80%,57.10%,36.40%,10.20%,50.00%,0.026,-,-,50.00%,67%,70.50%
1,1760778201,A. Herron Jr.,Anthony Herron Jr.,Herron Jr.,Anthony,IF,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,922,201,0,0.224,0.309,0.185,9,7,25.00%,12.50%,83.7,84.8,106.1,109.6,-0.6,15.00%,5.00%,43.00%,65.10%,78.60%,35.40%,14.30%,28.60%,0.192,66.70%,0.02,47.80%,25%,66.70%
1,1062917499,J. Wiley,Justin Wiley,Wiley,Justin,IF,Southern University,SOU,4767,Southern,BBC,R,R,268,107,0,0.234,0.309,0.334,6,3,19.90%,8.80%,81.6,-,93.5,91.9,5.4,33.30%,0.00%,41.80%,33.30%,100.00%,18.80%,4.10%,-,0,-,-,66.70%,0%,90.20%
1,1062006320,V. Castronovo,Vincenzo Castronovo,Castronovo,Vincenzo,OF,Siena College,SIE,730382592,Siena,BBC,L,R,625,160,0,0.237,0.304,0.36,8,4,32.60%,6.10%,96.4,101.4,106.8,106.8,14,71.40%,28.60%,47.40%,68.20%,80.00%,30.40%,15.80%,-,0,-,0,57.10%,43%,66.60%
1,1437230314,V. DiNicola,Vincent DiNicola,DiNicola,Vincent,IF,Siena College,SIE,730382592,Siena,BBC,R,R,481,136,0,0.272,0.323,0.291,11,3,23.50%,3.40%,89.8,98.8,101,104.3,14.9,33.30%,16.70%,51.80%,63.20%,91.70%,39.30%,14.30%,-,0,-,0,63.60%,50%,72.30%
1,1690061416,D. Montgomery,Donovan Montgomery,Montgomery,Donovan,IF,Siena College,SIE,730382592,Siena,BBC,R,R,317,60,0,0.217,0.317,0.126,4,1,42.50%,16.40%,93.9,93.9,93.9,93.9,51.3,0.00%,0.00%,33.80%,100.00%,66.70%,9.10%,12.90%,-,0,-,0,0.00%,0%,61.70%
1,1954966832,M. Livingston,Matt Livingston,Livingston,Matt,IF,Siena College,SIE,730382592,Siena,BBC,L,L,533,145,0,0.29,0.337,0.404,10,3,21.80%,8.50%,90.9,90.7,98.1,98.1,14.8,71.40%,14.30%,42.80%,61.10%,90.90%,13.60%,8.30%,-,0,-,0,100.00%,43%,80.70%
1,1622091891,A. Sherwin,Anthony Sherwin,Sherwin,Anthony,IF,Bucknell University,BUCK,730214144,Bucknell,BBC,L,R,693,183,0,0.262,0.344,0.295,10,0,16.00%,16.90%,81.3,89.4,98.9,101.8,6.2,43.40%,20.80%,34.30%,58.70%,94.50%,13.70%,3.50%,12.50%,0.141,-,0,68.00%,28%,89.90%
1,1115170726,G. Sweeney,Gerard Sweeney,Sweeney,Gerard,1B,Lehigh University,LEH,730333184,Lehigh,BBC,S,R,502,153,0,0.242,0.32,0.257,6,6,18.10%,6.40%,86.6,93.1,103,108.3,10.8,32.40%,26.50%,44.00%,69.10%,83.90%,22.90%,9.00%,50.00%,0,100.00%,0,63.00%,38%,79.60%
1,1829392428,C. Rother,Casey Rother,Rother,Casey,TWP,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,596,202,11,0.361,0.432,0.313,19,9,10.80%,8.70%,88.4,88.5,103.5,109.9,12,39.50%,20.90%,47.80%,81.80%,88.90%,30.00%,4.50%,0.00%,0.168,-,-,70.00%,33%,90.50%
1,1986613442,J. Gorla,Joe Gorla,Gorla,Joe,3B,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,351,105,0,0.305,0.347,0.293,6,2,21.70%,5.20%,85.9,85.3,102.8,105.3,14.2,32.10%,17.90%,46.20%,66.20%,80.40%,26.20%,10.30%,0.00%,0.126,-,-,59.10%,36%,77.80%
1,1107324680,A. Gentile,Anthony Gentile,Gentile,Anthony,IF,Merrimack College,MRMK,730295552,Merrimack,BBC,S,R,147,54,0,0.259,0.282,0.24,0,0,16.40%,11.50%,88.5,-,93,-,-4.4,0.00%,0.00%,42.90%,66.70%,100.00%,42.90%,4.80%,0.00%,0.293,-,0,66.70%,0%,88.90%
1,1301195889,E. Giordano,Evan Giordano,Giordano,Evan,3B,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,784,183,0,0.333,0.448,0.112,13,13,11.10%,14.20%,-,0,-,-,-,-,-,41.50%,-,100.00%,-,4.80%,-,0,-,0,-,-,88.30%
1,1888028438,D. Yalon,Derek Yalon,Yalon,Derek,OF,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,522,128,0,0.242,0.311,0.085,4,3,24.80%,8.70%,-,0,-,-,-,-,-,47.50%,-,100.00%,-,12.30%,-,0,-,0,-,-,74.20%
1,1511800836,S. Mongelli,Sam Mongelli,Mongelli,Sam,IF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,351,138,0,0.304,0.375,0.363,6,5,9.40%,8.20%,87.4,89.3,95.7,101.1,18.5,11.10%,11.10%,49.00%,66.70%,75.00%,30.60%,7.10%,-,-,-,0,63.60%,33%,85.50%
1,1538140886,R. Donnelly,Ryan Donnelly,Donnelly,Ryan,OF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,L,R,545,182,0,0.324,0.363,0.322,12,0,20.50%,14.00%,87.3,82.9,97.5,98.8,22.5,33.30%,8.30%,41.80%,76.90%,65.00%,22.60%,6.40%,100.00%,0,-,0,57.10%,25%,84.60%
1,1743455030,M. Smith,Mark Smith,Smith,Mark,OF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,132,57,0,0.263,0.288,0.012,1,2,22.40%,1.70%,-,-,-,-,-,-,-,45.50%,-,100.00%,-,6.80%,-,-,-,0,-,-,85.00%
1,1928942991,J. Jordan,Justin Jordan,Jordan,Justin,OF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,L,L,459,193,0,0.352,0.372,0.281,12,1,15.40%,4.80%,74.8,65.7,96.2,98.2,12,35.70%,14.30%,57.50%,77.30%,82.40%,41.70%,7.60%,-,-,-,0,80.00%,21%,86.70%
1,1970216740,R. Farruggio,Robert Farruggio,Farruggio,Robert,IF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,451,173,0,0.277,0.315,0.282,9,5,20.50%,3.70%,85.7,79.6,96.7,99.6,12.2,25.00%,12.50%,51.70%,65.00%,53.80%,39.30%,9.80%,-,-,-,0,63.60%,25%,81.10%
1,1085458724,C. Peek,Connor Peek,Peek,Connor,3B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,385,113,0,0.274,0.297,0.205,4,1,17.50%,5.60%,83.7,92.8,97.4,98.7,-3,31.30%,12.50%,46.20%,74.20%,95.70%,17.10%,7.00%,0.00%,-,-,-,71.40%,19%,84.80%
1,1941427754,J. Petrushka,Jordan Petrushka,Petrushka,Jordan,1B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,235,61,0,0.213,0.275,0.278,3,0,27.80%,13.90%,77.9,-,98.2,99,-5.6,57.10%,28.60%,45.10%,77.80%,71.40%,28.60%,14.50%,-,-,-,-,41.70%,29%,67.90%
1,1091217499,K. Chmielewski,Kyle Chmielewski,Chmielewski,Kyle,IF,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,346,123,0,0.171,0.239,0.209,3,3,27.00%,8.50%,69.1,75,86,90.3,15.1,33.30%,0.00%,40.20%,64.50%,85.00%,16.00%,6.10%,-,-,-,-,50.00%,0%,84.90%
1,1180820480,S. Ingram,Seif Ingram,Ingram,Seif,IF,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,425,176,0,0.244,0.269,0.171,7,2,25.00%,3.20%,81.1,82.5,88.2,90.7,6.5,30.00%,0.00%,57.60%,88.60%,74.20%,33.30%,12.50%,0.00%,-,-,-,63.60%,0%,78.40%
1,1201094418,C. Hund,Christopher Hund,Hund,Christopher,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,317,88,0,0.239,0.339,0.101,3,4,27.40%,11.30%,-,-,-,-,-,-,-,37.50%,50.00%,0.00%,50.00%,9.80%,-,-,-,-,0.00%,-,73.90%
1,1075986308,P. Glasser,Phillip Glasser,Glasser,Phillip,IF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,800,189,0,0.344,0.405,0.34,12,3,13.40%,12.10%,87.4,87.8,102.7,106.3,7.8,31.00%,15.10%,43.10%,64.30%,91.90%,26.70%,5.50%,25.00%,0.053,30.00%,0.389,76.90%,38%,87.20%
1,1196534404,P. Serruto,Peter Serruto,Serruto,Peter,C,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,293,79,0,0.139,0.182,0.233,1,1,26.70%,5.60%,79,82.4,95.8,100.1,9.5,30.20%,9.30%,45.70%,69.60%,77.50%,23.30%,12.30%,80.00%,0.049,62.50%,0.622,48.10%,16%,73.10%
1,1646062493,P. Thomas,Peyton Thomas,Thomas,Peyton,IF,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,474,110,0,0.155,0.229,0.198,4,1,32.00%,10.20%,87.9,87.7,105.4,105.4,14.5,16.70%,16.70%,42.40%,62.50%,68.00%,24.20%,14.60%,0.00%,0.129,100.00%,0,40.00%,67%,65.70%
1,1841505650,D. Hudson,Drew Hudson,Hudson,Drew,IF,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,825,204,0,0.235,0.3,0.307,12,4,24.20%,10.00%,79.5,64.5,100.5,100.5,1.2,30.00%,15.00%,41.50%,66.70%,76.50%,35.50%,10.30%,42.90%,0.19,-,-,63.60%,35%,75.10%
1,1640476161,C. Aoki,Connor Aoki,Aoki,Connor,C,Binghamton University,BING,730155776,Binghamton,BBC,R,R,683,156,0,0.288,0.404,0.48,14,8,21.30%,14.40%,94.2,94.4,106.4,106.4,31.4,50.00%,16.70%,39.80%,63.20%,91.70%,20.80%,8.10%,-,-,-,-,40.00%,33%,79.80%
1,1983887325,T. Dunbar,Tyler Dunbar,Dunbar,Tyler,C,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,235,55,0,0.182,0.258,0.115,2,0,45.60%,11.80%,-,-,-,-,-,-,-,28.10%,50.00%,66.70%,0.00%,7.70%,-,0,-,0,-,-,72.70%
1,1884952148,C. Manola,Connor Manola,Manola,Connor,C,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,217,62,0,0.177,0.283,0.165,3,2,18.70%,8.00%,74.2,82.1,93.1,93.1,16.5,15.40%,0.00%,36.40%,57.70%,86.70%,27.90%,3.70%,0.00%,0.209,-,-,83.30%,0%,89.90%
1,1003761452,J. DeLeo,Jake DeLeo,DeLeo,Jake,OF,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,357,77,0,0.286,0.37,0.248,9,2,18.90%,7.80%,88.1,91.6,102.3,106.7,5.6,19.20%,13.50%,41.50%,57.50%,84.10%,29.50%,7.30%,0.00%,0.217,33.30%,0.026,84.60%,44%,82.40%
1,1393419249,A. Dispigna,Angelo Dispigna,Dispigna,Angelo,IF,Mercer University,MER,730240512,Mercer,BBC,L,R,995,218,0,0.252,0.356,0.298,14,10,32.80%,11.20%,89.9,93.3,105.3,110.2,13.5,24.40%,18.60%,44.30%,72.80%,77.40%,26.40%,15.30%,16.70%,0.392,80.00%,0,38.60%,49%,65.50%
1,1398649387,S. Reid,Stephen Reid,Reid,Stephen,OF,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,879,216,0,0.333,0.42,0.31,8,16,26.60%,8.00%,92.5,95.2,106.1,109.8,14.6,27.00%,19.00%,52.20%,78.90%,74.20%,31.90%,17.90%,27.80%,1.009,61.50%,0.006,43.00%,51%,65.80%
1,1727601851,D. Compton,Drew Compton,Compton,Drew,IF,Georgia Tech,GT,100,Georgia Tech,BBC,S,R,1046,232,0,0.276,0.383,0.315,10,14,16.60%,12.30%,89.3,91,104.4,109,14.4,36.40%,25.80%,40.80%,68.20%,87.30%,23.00%,8.60%,15.00%,0.105,20.00%,0.101,58.90%,47%,78.90%
1,1813821266,J. Rubenstein,Jack Rubenstein,Rubenstein,Jack,C,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,189,45,0,0.333,0.383,0.29,3,0,19.60%,8.90%,87.8,82.7,103.1,103.5,21.1,21.70%,13.00%,42.30%,63.10%,80.50%,23.50%,10.10%,50.00%,-,50.00%,0.021,65.00%,35%,76.30%
1,1300116779,M. LaPlante,Mason LaPlante,LaPlante,Mason,IF,Yale University,YALE,730334464,Yale,BBC,R,R,452,153,0,0.281,0.338,0.257,9,2,13.10%,11.50%,81.7,83.9,96.4,98.8,17.2,27.90%,9.30%,45.10%,71.70%,92.40%,19.60%,4.60%,28.60%,0.901,0.00%,0.237,63.60%,14%,89.70%
1,1409417579,C. Tate,Connor Tate,Tate,Connor,OF,University of Georgia,UGA,226,Georgia,BBC,R,R,1026,224,0,0.344,0.443,0.329,19,13,21.10%,12.40%,88.8,92.6,104.4,109.1,13.2,28.90%,20.40%,45.20%,68.70%,82.10%,27.20%,12.60%,36.60%,0.195,40.90%,0.124,56.90%,46%,72.20%
1,1452090562,W. David,Will David,David,Will,IF,Samford University,SAM,730386432,Samford,BBC,R,R,728,198,0,0.303,0.376,0.296,11,5,12.20%,13.00%,86.6,88.5,102.8,109.3,5.8,30.60%,18.50%,38.60%,67.30%,92.70%,18.70%,5.10%,15.40%,0.265,14.30%,0.145,61.50%,34%,86.80%
1,1782228962,B. Anderson,Ben Anderson,Anderson,Ben,OF,University of Georgia,UGA,226,Georgia,BBC,L,R,1068,223,0,0.274,0.364,0.287,5,9,16.40%,13.80%,85.2,87.9,98.5,102.4,10.9,36.80%,13.20%,42.20%,69.40%,88.00%,21.60%,8.10%,13.90%,0.198,40.00%,0.051,63.10%,24%,80.70%
1,1785164581,C. Wagner,Cole Wagner,Wagner,Cole,1B,University of Georgia,UGA,226,Georgia,BBC,L,L,570,123,0,0.276,0.348,0.247,1,6,31.00%,9.90%,87.7,91.1,103.4,108.6,11.8,27.70%,12.30%,46.80%,72.40%,79.60%,30.90%,15.10%,26.70%,0.148,57.10%,0.376,50.50%,35%,67.80%
1,1034949901,L. Mann,Luke Mann,Mann,Luke,IF,University of Missouri,MIZZ,4806,Missouri,BBC,L,R,872,185,0,0.27,0.421,0.346,7,17,24.00%,12.00%,91,95.2,107.8,109,15.6,27.30%,21.60%,40.70%,66.20%,76.20%,23.40%,11.50%,35.30%,0.4,37.50%,0.05,59.00%,51%,71.80%
1,1082630696,H. Zeisler,Hank Zeisler,Zeisler,Hank,1B,UNLV,UNLV,730161664,UNLV,BBC,L,R,1046,226,0,0.394,0.499,0.376,18,14,21.30%,12.10%,86.6,93.6,104.9,110.4,11,31.90%,16.70%,43.70%,65.30%,78.20%,22.40%,11.50%,50.00%,0.15,-,0,70.00%,47%,73.70%
1,1586659350,C. Chick,Cam Chick,Chick,Cam,IF,University of Nebraska,NEB,4865,Nebraska,BBC,S,R,899,171,0,0.251,0.391,0.391,7,8,29.60%,16.40%,87.9,94.9,103.8,106.5,16.1,42.90%,31.20%,41.70%,67.40%,75.40%,20.20%,14.20%,20.70%,0.678,61.50%,0.021,47.60%,55%,65.90%
1,1189218900,T. Morris,Tre Morris,Morris,Tre,C,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,442,119,0,0.244,0.283,0.222,8,1,6.90%,5.40%,81.7,82,96.5,100.8,0.8,27.50%,8.70%,42.30%,62.10%,94.30%,24.40%,4.10%,0.00%,0.24,0.00%,0.326,76.30%,16%,90.40%
1,1908219917,C. Palis,Cole Palis,Palis,Cole,IF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,L,R,752,179,0,0.263,0.346,0.279,11,4,13.80%,14.70%,83.2,83.8,99.4,104,13.8,23.40%,4.70%,40.30%,68.90%,90.10%,22.30%,5.70%,0.00%,0.418,100.00%,-,69.60%,22%,85.80%
1,1135472985,G. Martin,Garrett Martin,Martin,Garrett,u,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,214,48,0,0.25,0.352,0.336,2,2,29.10%,7.30%,79.4,83,104.3,107.9,16.8,36.40%,18.20%,44.40%,67.10%,85.10%,27.40%,14.00%,37.50%,0.027,66.70%,0.077,43.50%,36%,68.40%
1,1393030341,T. Woltman,Tyler Woltman,Woltman,Tyler,C,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,289,66,0,0.197,0.244,0.235,1,0,17.10%,11.00%,76.5,72.8,90.8,97.1,7.7,28.60%,3.60%,47.40%,72.90%,90.20%,29.50%,7.60%,0.00%,0.37,66.70%,0.302,64.30%,7%,83.90%
1,1810574311,M. Robinson,Michael Robinson,Robinson,Michael,IF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,827,192,0,0.286,0.359,0.31,12,5,11.50%,9.70%,79.6,79.3,99.1,103.2,11.2,32.10%,13.10%,38.20%,62.70%,91.90%,18.50%,5.10%,0.00%,0.066,50.00%,0,74.00%,24%,86.70%
1,1087112922,P. Boucher,Pier-Olivier Boucher,Boucher,Pier-Olivier,OF,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,L,727,169,0,0.325,0.415,0.318,11,8,21.30%,12.40%,89.1,90.4,104.3,106.3,13.8,30.60%,16.70%,42.10%,73.90%,81.50%,26.30%,9.40%,0.00%,0.226,0.00%,-,67.70%,42%,77.80%
1,1286326859,K. Rog,Kaeber Rog,Rog,Kaeber,IF,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,S,R,1070,247,0,0.36,0.44,0.368,21,14,10.50%,11.50%,86,89.3,102,108.9,11.7,24.60%,14.00%,46.20%,78.10%,85.00%,26.10%,7.20%,0.00%,0.946,0.00%,-,74.40%,37%,84.40%
1,1975942317,R. Rodriguez,Ryan Rodriguez,Rodriguez,Ryan,IF,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,751,195,0,0.308,0.356,0.262,11,4,10.50%,8.70%,89.4,87.4,101.2,105.1,6.5,25.90%,8.60%,47.80%,72.70%,89.10%,27.70%,8.10%,22.20%,0.285,75.00%,0,65.90%,41%,83.00%
1,1617102845,B. Pound,Blake Pound,Pound,Blake,IF,University of North Florida,UNF,730296832,North Florida,BBC,R,R,254,57,0,0.193,0.274,0.213,1,1,26.10%,14.50%,90.1,82.4,114.6,103,-3,33.30%,0.00%,35.00%,66.70%,87.50%,31.30%,8.30%,33.30%,0.075,0.00%,0.101,40.00%,33%,76.40%
1,1015570146,B. Pfaadt,Brett Pfaadt,Pfaadt,Brett,IF,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,312,64,0,0.266,0.341,0.271,2,0,30.90%,16.00%,68.3,70,93.7,93.7,15.5,66.70%,0.00%,40.40%,56.70%,52.90%,20.50%,12.80%,50.00%,0.059,-,-,75.00%,0%,68.30%
1,1272979818,C. Bertsch,Colin Bertsch,Bertsch,Colin,IF,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,420,120,0,0.242,0.288,0.22,6,0,15.90%,8.70%,78.2,78.2,96.9,96.9,13.3,14.30%,0.00%,53.10%,69.70%,91.30%,30.20%,9.30%,60.00%,0,-,-,53.80%,14%,82.50%
1,1563116577,P. Back,Peyton Back,Back,Peyton,2B,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,520,155,0,0.226,0.276,0.235,7,5,22.20%,5.40%,88.3,90.5,101,102,4.5,20.00%,10.00%,56.00%,78.60%,78.80%,52.70%,13.80%,37.50%,0.141,50.00%,-,65.50%,25%,75.30%
1,1127530602,A. Smith,Ashton Smith,Smith,Ashton,C,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,265,81,0,0.296,0.327,0.224,7,0,14.60%,5.60%,83.4,78.1,92.8,91.4,4.1,38.50%,0.00%,52.80%,85.20%,78.30%,29.00%,13.60%,60.00%,0.04,-,-,22.20%,8%,74.30%
1,1116220672,B. Blomquist,Brett Blomquist,Blomquist,Brett,IF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,373,98,0,0.224,0.287,0.196,7,1,19.40%,4.60%,85.5,89.3,96.8,98.5,7.1,11.10%,11.10%,46.60%,66.70%,92.90%,26.70%,9.70%,0.00%,-,0.00%,0.033,62.50%,44%,79.30%
1,1248565596,A. Figueredo,Alejandro Figueredo,Figueredo,Alejandro,IF,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,1058,232,0,0.392,0.481,0.259,21,13,13.10%,13.10%,86.6,86.2,102.8,105.2,12.2,20.00%,8.00%,38.90%,65.70%,77.30%,17.10%,6.10%,83.30%,0,0.00%,0.312,92.30%,40%,84.20%
1,1286617025,S. Wilmer,Stephen Wilmer,Wilmer,Stephen,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,S,L,394,84,0,0.202,0.286,0.294,3,0,27.20%,10.70%,98.2,96.9,100.8,100.8,19,25.00%,25.00%,40.60%,70.00%,100.00%,38.50%,9.10%,-,-,-,-,20.00%,75%,77.50%
